ID,Frame ID,Timecourse ID,Stomat ID,Genotype,Treatment,Total Fluorescence
149,d,20,5,o,Treatment_A,428170.905
149,d,30,5,o,Treatment_A,253911.035
150,d,0,6,o,Treatment_A,494693.3193
150,d,10,6,o,Treatment_A,148890.7917
150,d,20,6,o,Treatment_A,329332.781
150,d,30,6,o,Treatment_A,315489.607
151,e,0,1,o,Treatment_A,328170.1775
151,e,10,1,o,Treatment_A,983368.5162
151,e,20,1,o,Treatment_A,1452462.354
151,e,30,1,o,Treatment_A,1959969.177
152,e,0,2,o,Treatment_A,125168.79
152,e,10,2,o,Treatment_A,409495.902
152,e,20,2,o,Treatment_A,980929.75
152,e,30,2,o,Treatment_A,937825.96
153,e,0,3,o,Treatment_A,323401.3375
153,e,10,3,o,Treatment_A,702705.7908
153,e,20,3,o,Treatment_A,736199.0208
153,e,30,3,o,Treatment_A,798070.6833
154,e,0,4,o,Treatment_A,210979.98
154,e,10,4,o,Treatment_A,605849.524
154,e,20,4,o,Treatment_A,949287.5
154,e,30,4,o,Treatment_A,1027146.52
155,e,0,5,o,Treatment_A,36407.98
155,e,10,5,o,Treatment_A,157555.8573
155,e,20,5,o,Treatment_A,600436.8333
155,e,30,5,o,Treatment_A,471029.8533
156,e,0,6,o,Treatment_A,468238.29
156,e,10,6,o,Treatment_A,478758.5353
156,e,20,6,o,Treatment_A,274096.5833
156,e,30,6,o,Treatment_A,337485.2933
157,a,0,1,a,Treatment_P,125629.056
157,a,10,1,a,Treatment_P,202051.566
157,a,20,1,a,Treatment_P,215369.99
157,a,30,1,a,Treatment_P,234861.039
158,a,0,2,a,Treatment_P,395479.1097
158,a,10,2,a,Treatment_P,493846.0783
158,a,20,2,a,Treatment_P,589556.8886
158,a,30,2,a,Treatment_P,699846.6631
159,a,0,3,a,Treatment_P,222184.7314
159,a,10,3,a,Treatment_P,269836.9386
159,a,20,3,a,Treatment_P,353383.5814
159,a,30,3,a,Treatment_P,407380.1293
160,a,0,4,a,Treatment_P,227762.9909
160,a,10,4,a,Treatment_P,301077.0351
160,a,20,4,a,Treatment_P,367737.8843
160,a,30,4,a,Treatment_P,445995.9656
161,a,0,5,a,Treatment_P,306943.1726
161,a,10,5,a,Treatment_P,409769.5554
161,a,20,5,a,Treatment_P,547396.9029
161,a,30,5,a,Treatment_P,645537.8217
162,a,0,6,a,Treatment_P,189539.3829
162,a,10,6,a,Treatment_P,266560.9971
162,a,20,6,a,Treatment_P,324914.8143
162,a,30,6,a,Treatment_P,379361.7386
163,a,0,7,a,Treatment_P,855983.4697
163,a,10,7,a,Treatment_P,616056.6194
163,a,20,7,a,Treatment_P,715281.8629
163,a,30,7,a,Treatment_P,797013.7277
164,b,0,1,a,Treatment_P,466317.512
164,b,10,1,a,Treatment_P,772592.004
164,b,20,1,a,Treatment_P,976258.42
164,b,30,1,a,Treatment_P,1253085.072
165,b,0,2,a,Treatment_P,355965.5138
165,b,10,2,a,Treatment_P,543441.7281
165,b,20,2,a,Treatment_P,604435.1541
165,b,30,2,a,Treatment_P,682183.4238
166,b,0,3,a,Treatment_P,503700.9695
166,b,10,3,a,Treatment_P,569854.2853
166,b,20,3,a,Treatment_P,768751.8173
166,b,30,3,a,Treatment_P,893978.5895
167,b,0,4,a,Treatment_P,334974.8313
167,b,10,4,a,Treatment_P,288491.5044
167,b,20,4,a,Treatment_P,419007.7764
167,b,30,4,a,Treatment_P,464914.3513
168,b,0,5,a,Treatment_P,413132.0742
168,b,10,5,a,Treatment_P,609709.8429
168,b,20,5,a,Treatment_P,727810.0509
168,b,30,5,a,Treatment_P,855680.3542
169,b,0,6,a,Treatment_P,774719.0564
169,b,10,6,a,Treatment_P,1023420.947
169,b,20,6,a,Treatment_P,1081445.257
169,b,30,6,a,Treatment_P,1284054.906
170,b,0,7,a,Treatment_P,423120.5422
170,b,10,7,a,Treatment_P,471202.8739
170,b,20,7,a,Treatment_P,730584.5559
170,b,30,7,a,Treatment_P,853319.0856
171,b,0,8,a,Treatment_P,510894.9905
171,b,10,8,a,Treatment_P,644125.2847
171,b,20,8,a,Treatment_P,818395.5327
171,b,30,8,a,Treatment_P,947850.6705
172,b,0,9,a,Treatment_P,414047.2305
172,b,10,9,a,Treatment_P,433211.6147
172,b,20,9,a,Treatment_P,718428.6827
172,b,30,9,a,Treatment_P,864549.6105
173,b,0,10,a,Treatment_P,738441.8895
173,b,10,10,a,Treatment_P,998519.4253
173,b,20,10,a,Treatment_P,1167859.517
173,b,30,10,a,Treatment_P,1211864.109
174,b,0,11,a,Treatment_P,559069.088
174,b,10,11,a,Treatment_P,630118.196
174,b,20,11,a,Treatment_P,745501.58
174,b,30,11,a,Treatment_P,705675.528
175,c,0,1,a,Treatment_P,301512.2571
175,c,10,1,a,Treatment_P,511702.5889
175,c,20,1,a,Treatment_P,659285.4433
175,c,30,1,a,Treatment_P,686134.901
176,c,0,2,a,Treatment_P,84733.22857
176,c,10,2,a,Treatment_P,173043.5234
176,c,20,2,a,Treatment_P,241375.5051
176,c,30,2,a,Treatment_P,344933.912
177,c,0,3,a,Treatment_P,387358.9714
177,c,10,3,a,Treatment_P,418836.8046
177,c,20,3,a,Treatment_P,501550.0669
177,c,30,3,a,Treatment_P,552942.356
178,c,0,4,a,Treatment_P,262207.8857
178,c,10,4,a,Treatment_P,490346.2183
178,c,20,4,a,Treatment_P,548164.7674
178,c,30,4,a,Treatment_P,585088.924
179,c,0,5,a,Treatment_P,68860.05714
179,c,10,5,a,Treatment_P,387680.5909
179,c,20,5,a,Treatment_P,601054.1663
179,c,30,5,a,Treatment_P,581745.988
180,c,0,6,a,Treatment_P,477418.3714
180,c,10,6,a,Treatment_P,579489.1906
180,c,20,6,a,Treatment_P,793290.1059
180,c,30,6,a,Treatment_P,886963.647
181,c,0,7,a,Treatment_P,545919.0571
181,c,10,7,a,Treatment_P,842445.3609
181,c,20,7,a,Treatment_P,904996.0213
181,c,30,7,a,Treatment_P,937287.983
182,d,0,1,a,Treatment_P,288004.6001
182,d,10,1,a,Treatment_P,439660.5904
182,d,20,1,a,Treatment_P,716615.1083
182,d,30,1,a,Treatment_P,783953.7281
183,d,0,2,a,Treatment_P,256613.0026
183,d,10,2,a,Treatment_P,294960.2277
183,d,20,2,a,Treatment_P,300168.5491
183,d,30,2,a,Treatment_P,322679.5066
184,d,0,3,a,Treatment_P,351607.7269
184,d,10,3,a,Treatment_P,340387.7006
184,d,20,3,a,Treatment_P,394706.5577
184,d,30,3,a,Treatment_P,622289.1909
185,d,0,4,a,Treatment_P,969911.2146
185,d,10,4,a,Treatment_P,829561.2237
185,d,20,4,a,Treatment_P,1009205.045
185,d,30,4,a,Treatment_P,1360892.271
186,d,0,5,a,Treatment_P,324204.8451
186,d,10,5,a,Treatment_P,425488.1754
186,d,20,5,a,Treatment_P,540882.8183
186,d,30,5,a,Treatment_P,689237.4931
187,d,0,6,a,Treatment_P,312150.1057
187,d,10,6,a,Treatment_P,340070.9171
187,d,20,6,a,Treatment_P,458714.1314
187,d,30,6,a,Treatment_P,845250.8257
188,d,0,7,a,Treatment_P,341942.322
188,d,10,7,a,Treatment_P,567807.626
188,d,20,7,a,Treatment_P,902466.876
188,d,30,7,a,Treatment_P,630334.434
189,e,0,1,a,Treatment_P,402238.4827
189,e,10,1,a,Treatment_P,924200.053
189,e,20,1,a,Treatment_P,1178732.5
189,e,30,1,a,Treatment_P,1032205.372
190,e,0,2,a,Treatment_P,264256.4093
190,e,10,2,a,Treatment_P,610010.4455
190,e,20,2,a,Treatment_P,851928.8912
190,e,30,2,a,Treatment_P,1022955.183
191,e,0,3,a,Treatment_P,165977.928
191,e,10,3,a,Treatment_P,340247.874
191,e,20,3,a,Treatment_P,352408.886
191,e,30,3,a,Treatment_P,555642.662
192,e,0,4,a,Treatment_P,372849.448
192,e,10,4,a,Treatment_P,802684.659
192,e,20,4,a,Treatment_P,1061035.001
192,e,30,4,a,Treatment_P,1195656.617
193,e,0,5,a,Treatment_P,350371.0053
193,e,10,5,a,Treatment_P,472643.176
193,e,20,5,a,Treatment_P,589549.7307
193,e,30,5,a,Treatment_P,453626.1547
194,e,0,6,a,Treatment_P,601683.0507
194,e,10,6,a,Treatment_P,654098.172
194,e,20,6,a,Treatment_P,966514.4413
194,e,30,6,a,Treatment_P,635596.9693
195,a,0,1,a,Treatment_P,214083.536
195,a,10,1,a,Treatment_P,348830.3133
195,a,20,1,a,Treatment_P,554374.4058
195,a,30,1,a,Treatment_P,770926.0718
196,a,0,2,a,Treatment_P,327365.944
196,a,10,2,a,Treatment_P,529656.7905
196,a,20,2,a,Treatment_P,659038.5355
196,a,30,2,a,Treatment_P,582593.4995
197,a,0,3,a,Treatment_P,309479.08
197,a,10,3,a,Treatment_P,534611.6475
197,a,20,3,a,Treatment_P,925256.9225
197,a,30,3,a,Treatment_P,1182266.903
198,a,0,4,a,Treatment_P,213033.84
198,a,10,4,a,Treatment_P,368023.6738
198,a,20,4,a,Treatment_P,582520.8113
198,a,30,4,a,Treatment_P,856337.6013
199,b,0,1,a,Treatment_P,442608.8096
199,b,10,1,a,Treatment_P,721894.5648
199,b,20,1,a,Treatment_P,913685.7648
199,b,30,1,a,Treatment_P,1077729.426
200,b,0,2,a,Treatment_P,296951.0125
200,b,10,2,a,Treatment_P,496010.475
200,b,20,2,a,Treatment_P,676362.1625
200,b,30,2,a,Treatment_P,818556.5125
201,b,0,3,a,Treatment_P,327611.3127
201,b,10,3,a,Treatment_P,526117.4826
201,b,20,3,a,Treatment_P,696372.9451
201,b,30,3,a,Treatment_P,853591.8047
202,b,0,4,a,Treatment_P,249504.1531
202,b,10,4,a,Treatment_P,422255.6178
202,b,20,4,a,Treatment_P,583896.6303
202,b,30,4,a,Treatment_P,700267.0291
203,b,0,5,a,Treatment_P,234058.4683
203,b,10,5,a,Treatment_P,392442.1954
203,b,20,5,a,Treatment_P,537166.6079
203,b,30,5,a,Treatment_P,582038.7363
204,b,0,6,a,Treatment_P,182365.9413
204,b,10,6,a,Treatment_P,380235.1694
204,b,20,6,a,Treatment_P,527456.9569
204,b,30,6,a,Treatment_P,3343379.289
205,b,0,7,a,Treatment_P,541027.3256
205,b,10,7,a,Treatment_P,838916.1728
205,b,20,7,a,Treatment_P,1062250.873
205,b,30,7,a,Treatment_P,1338399.302
206,b,0,8,a,Treatment_P,489089.0278
206,b,10,8,a,Treatment_P,839961.4564
206,b,20,8,a,Treatment_P,1136184.681
206,b,30,8,a,Treatment_P,1379101.916
207,b,0,9,a,Treatment_P,99319.1577
207,b,10,9,a,Treatment_P,127982.5926
207,b,20,9,a,Treatment_P,153320.9301
207,b,30,9,a,Treatment_P,245016.8497
208,b,0,10,a,Treatment_P,227380.2197
208,b,10,10,a,Treatment_P,364343.9486
208,b,20,10,a,Treatment_P,505784.5361
208,b,30,10,a,Treatment_P,550785.4317
209,c,0,1,a,Treatment_P,490145.6093
209,c,10,1,a,Treatment_P,814599.943
209,c,20,1,a,Treatment_P,966849.4753
209,c,30,1,a,Treatment_P,1007465.581
210,c,0,2,a,Treatment_P,534670.1827
210,c,10,2,a,Treatment_P,776902.513
210,c,20,2,a,Treatment_P,1059093.389
210,c,30,2,a,Treatment_P,1342454.435
211,c,0,3,a,Treatment_P,242514.6813
211,c,10,3,a,Treatment_P,322561.189
211,c,20,3,a,Treatment_P,473856.5993
211,c,30,3,a,Treatment_P,607422.0373
212,d,0,1,a,Treatment_P,232528.3568
212,d,10,1,a,Treatment_P,350218.7233
212,d,20,1,a,Treatment_P,456486.2755
212,d,30,1,a,Treatment_P,452629.4883
213,d,0,2,a,Treatment_P,300205.6865
213,d,10,2,a,Treatment_P,450619.1535
213,d,20,2,a,Treatment_P,596178.849
213,d,30,2,a,Treatment_P,600195.6235
214,d,0,3,a,Treatment_P,719745.784
214,d,10,3,a,Treatment_P,1276928.656
214,d,20,3,a,Treatment_P,1526015.384
214,d,30,3,a,Treatment_P,1857854.176
215,d,0,4,a,Treatment_P,185711.5995
215,d,10,4,a,Treatment_P,342303.3205
215,d,20,4,a,Treatment_P,425697.587
215,d,30,4,a,Treatment_P,521783.9305
216,e,0,1,a,Treatment_P,209283.5375
216,e,10,1,a,Treatment_P,492467.9975
216,e,20,1,a,Treatment_P,575208.7625
216,e,30,1,a,Treatment_P,722860.6425
217,e,0,2,a,Treatment_P,262591.3763
217,e,10,2,a,Treatment_P,515648.8183
217,e,20,2,a,Treatment_P,665280.0338
217,e,30,2,a,Treatment_P,809244.1098
218,e,0,3,a,Treatment_P,146550.3925
218,e,10,3,a,Treatment_P,600698.9805
218,e,20,3,a,Treatment_P,524782.3475
218,e,30,3,a,Treatment_P,804878.6115
219,e,0,4,a,Treatment_P,286963.1488
219,e,10,4,a,Treatment_P,539754.5468
219,e,20,4,a,Treatment_P,686193.6413
219,e,30,4,a,Treatment_P,763258.0853
220,a,0,1,ao,Treatment_P,651905.8736
220,a,10,1,ao,Treatment_P,873857.9708
220,a,20,1,ao,Treatment_P,1048117.576
220,a,30,1,ao,Treatment_P,1188481.697
221,a,0,2,ao,Treatment_P,233918.792
221,a,10,2,ao,Treatment_P,343827.376
221,a,20,2,ao,Treatment_P,362139.72
221,a,30,2,ao,Treatment_P,449820.852
222,a,0,3,ao,Treatment_P,213855.5584
222,a,10,3,ao,Treatment_P,350868.3252
222,a,20,3,ao,Treatment_P,356452.544
222,a,30,3,ao,Treatment_P,408110.4954
223,a,0,4,ao,Treatment_P,335248.7632
223,a,10,4,ao,Treatment_P,480822.9896
223,a,20,4,ao,Treatment_P,594202.712
223,a,30,4,ao,Treatment_P,664760.2892
224,a,0,5,ao,Treatment_P,636057.744
224,a,10,5,ao,Treatment_P,818035.982
224,a,20,5,ao,Treatment_P,1015470.04
224,a,30,5,ao,Treatment_P,1033142.539
225,b,0,1,ao,Treatment_P,562528.1065
225,b,10,1,ao,Treatment_P,817046.346
225,b,20,1,ao,Treatment_P,983160.016
225,b,30,1,ao,Treatment_P,1114424.577
226,b,0,2,ao,Treatment_P,669012.432
226,b,10,2,ao,Treatment_P,982545.488
226,b,20,2,ao,Treatment_P,1037669.248
226,b,30,2,ao,Treatment_P,1013842.256
227,b,0,3,ao,Treatment_P,268907.744
227,b,10,3,ao,Treatment_P,333532.896
227,b,20,3,ao,Treatment_P,386107.816
227,b,30,3,ao,Treatment_P,352954.552
228,b,0,4,ao,Treatment_P,456445.4122
228,b,10,4,ao,Treatment_P,607531.422
228,b,20,4,ao,Treatment_P,729438.7787
228,b,30,4,ao,Treatment_P,724206.3723
229,b,0,5,ao,Treatment_P,270755.2673
229,b,10,5,ao,Treatment_P,442771.856
229,b,20,5,ao,Treatment_P,499193.3093
229,b,30,5,ao,Treatment_P,664497.2387
230,b,0,6,ao,Treatment_P,285459.7977
230,b,10,6,ao,Treatment_P,468080.604
230,b,20,6,ao,Treatment_P,506596.8507
230,b,30,6,ao,Treatment_P,544842.5313
231,c,0,1,ao,Treatment_P,497170.94
231,c,10,1,ao,Treatment_P,756676.32
231,c,20,1,ao,Treatment_P,933675.89
231,c,30,1,ao,Treatment_P,1054913.36
232,c,0,2,ao,Treatment_P,340076.4504
232,c,10,2,ao,Treatment_P,560704.5712
232,c,20,2,ao,Treatment_P,697899.0924
232,c,30,2,ao,Treatment_P,811641.7376
233,c,0,3,ao,Treatment_P,231444.6084
233,c,10,3,ao,Treatment_P,534571.1952
233,c,20,3,ao,Treatment_P,621421.4654
233,c,30,3,ao,Treatment_P,658266.0896
234,c,0,4,ao,Treatment_P,210794.8564
234,c,10,4,ao,Treatment_P,684050.3392
234,c,20,4,ao,Treatment_P,779061.2534
234,c,30,4,ao,Treatment_P,870325.4016
235,c,0,5,ao,Treatment_P,487881.162
235,c,10,5,ao,Treatment_P,826092.336
235,c,20,5,ao,Treatment_P,963696.047
235,c,30,5,ao,Treatment_P,940355.728
236,d,0,1,ao,Treatment_P,461275.1055
236,d,10,1,ao,Treatment_P,632567.8145
236,d,20,1,ao,Treatment_P,812910.6368
236,d,30,1,ao,Treatment_P,1020119.442
237,d,0,2,ao,Treatment_P,249050.4435
237,d,10,2,ao,Treatment_P,639806.1965
237,d,20,2,ao,Treatment_P,665646.8498
237,d,30,2,ao,Treatment_P,693120.114
238,d,0,3,ao,Treatment_P,189985.8405
238,d,10,3,ao,Treatment_P,625796.4795
238,d,20,3,ao,Treatment_P,727669.1843
238,d,30,3,ao,Treatment_P,762845.782
239,d,0,4,ao,Treatment_P,116513.301
239,d,10,4,ao,Treatment_P,162492.139
239,d,20,4,ao,Treatment_P,180550.2385
239,d,30,4,ao,Treatment_P,233538.844
240,a,0,1,ao,Treatment_P,254502.416
240,a,10,1,ao,Treatment_P,652555.773
240,a,20,1,ao,Treatment_P,768069.9295
240,a,30,1,ao,Treatment_P,562215.808
241,a,0,2,ao,Treatment_P,269865.992
241,a,10,2,ao,Treatment_P,597910.526
241,a,20,2,ao,Treatment_P,578946.529
241,a,30,2,ao,Treatment_P,742436.696
242,a,0,3,ao,Treatment_P,253221.5013
242,a,10,3,ao,Treatment_P,487787.7457
242,a,20,3,ao,Treatment_P,620634.1618
242,a,30,3,ao,Treatment_P,553894.7173
243,a,0,4,ao,Treatment_P,658584.88
243,a,10,4,ao,Treatment_P,1395783.14
243,a,20,4,ao,Treatment_P,1346006.31
243,a,30,4,ao,Treatment_P,1610323.44
244,a,0,5,ao,Treatment_P,289360.424
244,a,10,5,ao,Treatment_P,586473.872
244,a,20,5,ao,Treatment_P,499793.588
244,a,30,5,ao,Treatment_P,713730.112
245,a,0,6,ao,Treatment_P,137569.888
245,a,10,6,ao,Treatment_P,322146.739
245,a,20,6,ao,Treatment_P,228508.7185
245,a,30,6,ao,Treatment_P,315212.744
246,b,0,1,ao,Treatment_P,257439.0599
246,b,10,1,ao,Treatment_P,241460.8051
246,b,20,1,ao,Treatment_P,328310.0253
246,b,30,1,ao,Treatment_P,362585.9213
247,b,0,2,ao,Treatment_P,381807.7604
247,b,10,2,ao,Treatment_P,651190.9446
247,b,20,2,ao,Treatment_P,769679.9441
247,b,30,2,ao,Treatment_P,595953.9761
248,b,0,3,ao,Treatment_P,174959.6621
248,b,10,3,ao,Treatment_P,303256.5629
248,b,20,3,ao,Treatment_P,359398.1007
248,b,30,3,ao,Treatment_P,462502.9407
249,b,0,4,ao,Treatment_P,256875.3626
249,b,10,4,ao,Treatment_P,292101.8674
249,b,20,4,ao,Treatment_P,353847.0649
249,b,30,4,ao,Treatment_P,409049.6569
250,b,0,5,ao,Treatment_P,391655.5903
250,b,10,5,ao,Treatment_P,952445.6297
250,b,20,5,ao,Treatment_P,914016.8794
250,b,30,5,ao,Treatment_P,1213675.567
251,b,0,6,ao,Treatment_P,57465.18086
251,b,10,6,ao,Treatment_P,191571.9291
251,b,20,6,ao,Treatment_P,196024.6683
251,b,30,6,ao,Treatment_P,313381.8123
252,b,0,7,ao,Treatment_P,102035.1384
252,b,10,7,ao,Treatment_P,362221.9766
252,b,20,7,ao,Treatment_P,336292.1181
252,b,30,7,ao,Treatment_P,522313.2141
253,c,0,1,ao,Treatment_P,405044.8383
253,c,10,1,ao,Treatment_P,485642.0034
253,c,20,1,ao,Treatment_P,594834.1069
253,c,30,1,ao,Treatment_P,472903.3006
254,c,0,2,ao,Treatment_P,849574.0294
254,c,10,2,ao,Treatment_P,1019368.501
254,c,20,2,ao,Treatment_P,1342070.452
254,c,30,2,ao,Treatment_P,1049711.767
255,c,0,3,ao,Treatment_P,186602.0409
255,c,10,3,ao,Treatment_P,277866.2783
255,c,20,3,ao,Treatment_P,382668.0066
255,c,30,3,ao,Treatment_P,531660.2297
256,c,0,4,ao,Treatment_P,231387.3354
256,c,10,4,ao,Treatment_P,367588.8091
256,c,20,4,ao,Treatment_P,531327.7183
256,c,30,4,ao,Treatment_P,632646.9349
257,c,0,5,ao,Treatment_P,744580.5301
257,c,10,5,ao,Treatment_P,1136176.3
257,c,20,5,ao,Treatment_P,1512436.924
257,c,30,5,ao,Treatment_P,1709665.858
258,c,0,6,ao,Treatment_P,336615.4281
258,c,10,6,ao,Treatment_P,445146.8637
258,c,20,6,ao,Treatment_P,567191.5024
258,c,30,6,ao,Treatment_P,541804.8023
259,c,0,7,ao,Treatment_P,466658.0623
259,c,10,7,ao,Treatment_P,602920.2354
259,c,20,7,ao,Treatment_P,700083.1709
259,c,30,7,ao,Treatment_P,575329.9726
260,d,0,1,ao,Treatment_P,377900.9927
260,d,10,1,ao,Treatment_P,634274.9545
260,d,20,1,ao,Treatment_P,835499.9855
260,d,30,1,ao,Treatment_P,1005598.447
261,d,0,2,ao,Treatment_P,277729.3884
261,d,10,2,ao,Treatment_P,291373.8773
261,d,20,2,ao,Treatment_P,472552.9767
261,d,30,2,ao,Treatment_P,500132.0156
262,d,0,3,ao,Treatment_P,355092.4422
262,d,10,3,ao,Treatment_P,520855.5386
262,d,20,3,ao,Treatment_P,624750.2844
262,d,30,3,ao,Treatment_P,721610.3558
263,d,0,4,ao,Treatment_P,248656.4749
263,d,10,4,ao,Treatment_P,352112.4932
263,d,20,4,ao,Treatment_P,498664.3498
263,d,30,4,ao,Treatment_P,572695.8431
264,d,0,5,ao,Treatment_P,256461.4865
264,d,10,5,ao,Treatment_P,376882.4909
264,d,20,5,ao,Treatment_P,528330.1731
264,d,30,5,ao,Treatment_P,602510.9775
265,d,0,6,ao,Treatment_P,779527.1535
265,d,10,6,ao,Treatment_P,846867.2591
265,d,20,6,ao,Treatment_P,1193452.107
265,d,30,6,ao,Treatment_P,1211597.163
266,d,0,7,ao,Treatment_P,60338.46036
266,d,10,7,ao,Treatment_P,406228.4023
266,d,20,7,ao,Treatment_P,515931.3207
266,d,30,7,ao,Treatment_P,569004.7376
267,d,0,8,ao,Treatment_P,250210.1615
267,d,10,8,ao,Treatment_P,745676.1091
267,d,20,8,ao,Treatment_P,896814.9229
267,d,30,8,ao,Treatment_P,1011069.271
268,d,0,9,ao,Treatment_P,132448.9811
268,d,10,9,ao,Treatment_P,503966.8318
268,d,20,9,ao,Treatment_P,642898.1622
268,d,30,9,ao,Treatment_P,800369.0629
269,d,0,10,ao,Treatment_P,127796.4109
269,d,10,10,ao,Treatment_P,474038.9432
269,d,20,10,ao,Treatment_P,563505.8218
269,d,30,10,ao,Treatment_P,557850.4791
270,d,0,11,ao,Treatment_P,150880.5476
270,d,10,11,ao,Treatment_P,798934.3227
270,d,20,11,ao,Treatment_P,961658.4953
270,d,30,11,ao,Treatment_P,1147600.12
271,e,0,1,ao,Treatment_P,99793.85622
271,e,10,1,ao,Treatment_P,189689.3516
271,e,20,1,ao,Treatment_P,244659.776
271,e,30,1,ao,Treatment_P,230612.164
272,e,0,2,ao,Treatment_P,270078.1109
272,e,10,2,ao,Treatment_P,296731.6902
272,e,20,2,ao,Treatment_P,341428.808
272,e,30,2,ao,Treatment_P,348910.212
273,e,0,3,ao,Treatment_P,266044.6904
273,e,10,3,ao,Treatment_P,491158.0351
273,e,20,3,ao,Treatment_P,610374.544
273,e,30,3,ao,Treatment_P,693212.316
274,e,0,4,ao,Treatment_P,324774.213
274,e,10,4,ao,Treatment_P,417010.922
274,e,20,4,ao,Treatment_P,515071.032
274,e,30,4,ao,Treatment_P,654569.298
275,e,0,5,ao,Treatment_P,329598.0643
275,e,10,5,ao,Treatment_P,474119.3473
275,e,20,5,ao,Treatment_P,582560.584
275,e,30,5,ao,Treatment_P,729843.126
276,e,0,6,ao,Treatment_P,370797.468
276,e,10,6,ao,Treatment_P,559409.392
276,e,20,6,ao,Treatment_P,576824.352
276,e,30,6,ao,Treatment_P,634087.528
277,e,0,7,ao,Treatment_P,335934.6521
277,e,10,7,ao,Treatment_P,522812.9318
277,e,20,7,ao,Treatment_P,599192.424
277,e,30,7,ao,Treatment_P,658504.386
278,e,0,8,ao,Treatment_P,198316.1154
278,e,10,8,ao,Treatment_P,466969.4851
278,e,20,8,ao,Treatment_P,540491.744
278,e,30,8,ao,Treatment_P,513347.366
279,e,0,9,ao,Treatment_P,345068.0048
279,e,10,9,ao,Treatment_P,577814.8824
279,e,20,9,ao,Treatment_P,799099.128
279,e,30,9,ao,Treatment_P,950609.942
280,a,0,1,Col.Ler,Treatment_P,404873.6432
280,a,10,1,Col.Ler,Treatment_P,452997.8618
280,a,20,1,Col.Ler,Treatment_P,383254.581
280,a,30,1,Col.Ler,Treatment_P,608253.4836
281,a,0,3,Col.Ler,Treatment_P,440777.0664
281,a,10,3,Col.Ler,Treatment_P,404963.2561
281,a,20,3,Col.Ler,Treatment_P,324528.6245
281,a,30,3,Col.Ler,Treatment_P,542247.5322
282,a,0,4,Col.Ler,Treatment_P,293509.5808
282,a,10,4,Col.Ler,Treatment_P,461924.7642
282,a,20,4,Col.Ler,Treatment_P,428155.589
282,a,30,4,Col.Ler,Treatment_P,593744.9684
283,a,0,5,Col.Ler,Treatment_P,123555.9336
283,a,10,5,Col.Ler,Treatment_P,344177.9939
283,a,20,5,Col.Ler,Treatment_P,450436.6255
283,a,30,5,Col.Ler,Treatment_P,450627.9678
284,a,0,6,Col.Ler,Treatment_P,202419.136
284,a,10,6,Col.Ler,Treatment_P,478043.639
284,a,20,6,Col.Ler,Treatment_P,632288.755
284,a,30,6,Col.Ler,Treatment_P,621522.078
285,a,0,7,Col.Ler,Treatment_P,239915.0272
285,a,10,7,Col.Ler,Treatment_P,337182.8278
285,a,20,7,Col.Ler,Treatment_P,363735.051
285,a,30,7,Col.Ler,Treatment_P,426829.6156
286,a,0,8,Col.Ler,Treatment_P,293504.7496
286,a,10,8,Col.Ler,Treatment_P,445490.5779
286,a,20,8,Col.Ler,Treatment_P,485719.9055
286,a,30,8,Col.Ler,Treatment_P,588786.9358
287,a,0,9,Col.Ler,Treatment_P,527429.6672
287,a,10,9,Col.Ler,Treatment_P,605325.6878
287,a,20,9,Col.Ler,Treatment_P,562648.751
287,a,30,9,Col.Ler,Treatment_P,926655.3356
288,a,0,10,Col.Ler,Treatment_P,237199.3832
288,a,10,10,Col.Ler,Treatment_P,609658.3093
288,a,20,10,Col.Ler,Treatment_P,878257.2185
288,a,30,10,Col.Ler,Treatment_P,904344.8786
289,b,0,1,Col.Ler,Treatment_P,303908.2972
289,b,10,1,Col.Ler,Treatment_P,618650.7628
289,b,20,1,Col.Ler,Treatment_P,748137.516
289,b,30,1,Col.Ler,Treatment_P,606663.9847
290,b,0,2,Col.Ler,Treatment_P,365502.036
290,b,10,2,Col.Ler,Treatment_P,702995.428
290,b,20,2,Col.Ler,Treatment_P,876077.952
290,b,30,2,Col.Ler,Treatment_P,787004.296
291,b,0,3,Col.Ler,Treatment_P,718006.749
291,b,10,3,Col.Ler,Treatment_P,1270080.127
291,b,20,3,Col.Ler,Treatment_P,1609534.668
291,b,30,3,Col.Ler,Treatment_P,1647858.714
292,b,0,4,Col.Ler,Treatment_P,491804.6389
292,b,10,4,Col.Ler,Treatment_P,497113.6944
292,b,20,4,Col.Ler,Treatment_P,555287
292,b,30,4,Col.Ler,Treatment_P,887519.1667
293,b,0,5,Col.Ler,Treatment_P,395812.9027
293,b,10,5,Col.Ler,Treatment_P,789432.3613
293,b,20,5,Col.Ler,Treatment_P,932147.352
293,b,30,5,Col.Ler,Treatment_P,849581.496
294,b,0,6,Col.Ler,Treatment_P,600616.0762
294,b,10,6,Col.Ler,Treatment_P,588231.1531
294,b,20,6,Col.Ler,Treatment_P,725841.528
294,b,30,6,Col.Ler,Treatment_P,963930.9107
295,b,0,7,Col.Ler,Treatment_P,323424.632
295,b,10,7,Col.Ler,Treatment_P,477054.736
295,b,20,7,Col.Ler,Treatment_P,556077.824
295,b,30,7,Col.Ler,Treatment_P,651737.752
296,b,0,8,Col.Ler,Treatment_P,536544.982
296,b,10,8,Col.Ler,Treatment_P,863319.786
